user_id,variant,converted
U00782,treatment,0
U00783,treatment,0
U00784,control,0
U00785,treatment,0
U00786,treatment,0
U00787,treatment,0
U00788,control,0
U00789,control,0
U00790,control,0
U00791,control,0
U00792,control,0
U00793,treatment,0
U00794,treatment,0
U00795,control,0
U00796,control,0
U00797,treatment,0
U00798,control,0
U00799,treatment,0
U00800,control,0
U00801,treatment,0
U00802,treatment,0
U00803,control,0
U00804,control,0
U00805,control,0
U00806,treatment,0
U00807,control,0
U00808,control,0
U00809,treatment,0
U00810,treatment,0
U00811,treatment,0
U00812,control,0
U00813,control,0
U00814,treatment,0
U00815,control,0
U00816,control,0
U00817,control,0
U00818,control,0
U00819,treatment,0
U00820,treatment,0
U00821,control,0
U00822,control,0
U00823,control,0
U00824,control,0
U00825,treatment,0
U00826,treatment,1
U00827,control,1
U00828,treatment,0
U00829,control,0
U00830,control,0
U00831,control,0
U00832,control,0
U00833,control,0
U00834,treatment,0
U00835,control,0
U00836,treatment,0
U00837,control,0
U00838,treatment,0
U00839,treatment,0
U00840,control,0
U00841,treatment,0
U00842,control,0
U00843,control,0
U00844,control,0
U00845,control,0
U00846,treatment,0
U00847,control,0
U00848,control,0
U00849,treatment,0
U00850,treatment,0
U00851,control,0
U00852,control,1
U00853,treatment,0
U00854,treatment,0
U00855,control,0
U00856,treatment,0
U00857,treatment,0
U00858,control,0
U00859,treatment,0
U00860,treatment,0
U00861,control,0
U00862,control,0
U00863,control,0
U00864,treatment,0
U00865,control,0
U00866,control,0
U00867,treatment,0
U00868,treatment,0
U00869,treatment,0
U00870,treatment,0
U00871,treatment,0
U00872,treatment,0
U00873,treatment,0
U00874,treatment,0
U00875,treatment,0
U00876,control,0
U00877,treatment,0
U00878,treatment,0
U00879,treatment,0
U00880,control,0
U00881,control,0
U00882,control,0
U00883,control,0
U00884,control,0
U00885,control,1
U00886,treatment,0
U00887,treatment,0
U00888,control,0
U00889,treatment,0
U00890,control,1
U00891,control,0
U00892,treatment,0
U00893,control,0
U00894,control,0
U00895,control,0
U00896,control,0
U00897,control,0
U00898,control,0
U00899,treatment,0
U00900,control,0
U00901,control,0
U00902,treatment,0
U00903,control,0
U00904,treatment,0
U00905,treatment,0
U00906,treatment,0
U00907,control,1
U00908,treatment,0
U00909,control,0
U00910,control,0
U00911,control,0
U00912,control,0
U00913,control,0
U00914,treatment,0
U00915,treatment,0
U00916,control,0
U00917,treatment,0
U00918,control,0
U00919,control,0
U00920,control,0
U00921,control,0
U00922,treatment,0
U00923,treatment,0
U00924,control,0
U00925,treatment,0
U00926,control,0
U00927,control,0
U00928,control,0
U00929,control,0
U00930,control,0
U00931,control,0
U00932,control,0
U00933,control,0
U00934,treatment,0
U00935,control,0
U00936,control,1
U00937,treatment,0
U00938,control,0
U00939,control,0
U00940,treatment,0
U00941,control,0
U00942,control,0
U00943,treatment,0
U00944,treatment,0
U00945,control,0
U00946,treatment,0
U00947,treatment,0
U00948,treatment,0
U00949,treatment,0
U00950,treatment,0
U00951,treatment,0
U00952,control,0
U00953,treatment,0
U00954,control,0
U00955,control,0
U00956,control,0
U00957,control,0
U00958,treatment,1
U00959,treatment,0
U00960,control,0
U00961,treatment,0
U00962,treatment,0
U00963,control,0
U00964,control,0
U00965,treatment,0
U00966,treatment,0
U00967,control,0
U00968,control,0
U00969,treatment,0
U00970,control,0
U00971,control,0
U00972,treatment,0
U00973,treatment,0
U00974,control,0
U00975,control,0
U00976,treatment,0
U00977,control,0
U00978,treatment,0
U00979,control,1
U00980,treatment,0
U00981,treatment,0
U00982,control,0
U00983,treatment,0
U00984,control,0
U00985,control,1
U00986,control,0
U00987,treatment,0
U00988,control,0
U00989,control,1
U00990,treatment,0
U00991,treatment,0
U00992,treatment,0
U00993,control,0
U00994,control,0
U00995,control,0
U00996,treatment,0
U00997,treatment,0
U00998,control,0
U00999,treatment,0
U01000,treatment,0
U01001,control,0
U01002,treatment,0
U01003,treatment,0
U01004,control,0
U01005,control,0
U01006,control,0
U01007,control,0
U01008,treatment,0
U01009,control,0
U01010,treatment,0
U01011,treatment,0
U01012,control,0
U01013,control,0
U01014,control,0
U01015,control,0
U01016,treatment,0
U01017,control,0
U01018,control,0
U01019,control,0
U01020,control,0
U01021,treatment,0
U01022,control,0
U01023,treatment,0
U01024,treatment,0
U01025,control,0
U01026,control,0
U01027,control,0
U01028,control,0
U01029,treatment,1
U01030,treatment,0
U01031,control,0
U01032,treatment,0
U01033,control,0
U01034,treatment,0
U01035,treatment,0
U01036,control,0
U01037,treatment,0
U01038,control,0
U01039,control,0
U01040,control,0
U01041,treatment,0
U01042,treatment,0
U01043,treatment,0
U01044,treatment,0
U01045,treatment,0
U01046,control,0
U01047,control,0
U01048,treatment,0
U01049,control,0
U01050,control,0
U01051,control,0
U01052,control,0
U01053,treatment,1
U01054,treatment,0
U01055,control,0
U01056,treatment,0
U01057,control,0
U01058,treatment,0
U01059,control,0
U01060,control,0
U01061,control,0
U01062,treatment,1
U01063,treatment,0
U01064,control,0
U01065,control,0
U01066,control,0
U01067,treatment,0
U01068,treatment,0
U01069,control,0
U01070,control,0
U01071,treatment,0
U01072,treatment,0
U01073,control,0
U01074,control,0
U01075,treatment,0
U01076,treatment,0
U01077,treatment,1
U01078,treatment,0
U01079,control,0
U01080,treatment,0
U01081,treatment,0
U01082,control,0
U01083,control,0
U01084,treatment,0
U01085,control,0
U01086,treatment,0
U01087,control,0
U01088,treatment,0
U01089,treatment,0
U01090,treatment,1
U01091,treatment,0
U01092,treatment,0
U01093,treatment,0
U01094,treatment,0
U01095,control,0
U01096,treatment,0
U01097,control,1
U01098,treatment,0
U01099,control,0
U01100,treatment,0
U01101,control,0
U01102,control,0
U01103,control,0
U01104,control,0
U01105,treatment,0
U01106,control,0
U01107,control,0
U01108,control,0
U01109,treatment,0
U01110,treatment,0
U01111,control,0
U01112,control,0
U01113,control,0
U01114,control,0
U01115,treatment,0
U01116,control,0
U01117,control,0
U01118,control,0
U01119,treatment,0
U01120,control,0
U01121,control,0
U01122,treatment,1
U01123,treatment,0
U01124,treatment,1
U01125,treatment,0
U01126,control,0
U01127,control,0
U01128,treatment,1
U01129,treatment,0
U01130,treatment,0
U01131,treatment,0
U01132,treatment,0
U01133,control,0
U01134,treatment,0
U01135,treatment,0
U01136,control,0
U01137,treatment,0
U01138,control,0
U01139,control,0
U01140,treatment,0
U01141,treatment,0
U01142,control,0
U01143,treatment,0
U01144,treatment,0
U01145,control,0
U01146,treatment,0
U01147,treatment,0
U01148,control,0
U01149,control,0
U01150,treatment,0
U01151,treatment,0
U01152,treatment,0
U01153,treatment,0
U01154,control,0
U01155,treatment,0
U01156,treatment,0
U01157,treatment,0
U01158,control,0
U01159,treatment,0
U01160,treatment,0
U01161,treatment,0
U01162,control,0
U01163,treatment,0
U01164,control,0
U01165,control,0
U01166,control,0
U01167,treatment,0
U01168,treatment,0
U01169,control,0
U01170,treatment,0
U01171,control,0
U01172,treatment,0
U01173,control,0
U01174,control,0
U01175,treatment,0
U01176,treatment,0
U01177,control,0
U01178,treatment,0
U01179,treatment,0
U01180,treatment,0
U01181,treatment,0
U01182,control,0
U01183,treatment,0
U01184,control,0
U01185,treatment,1
U01186,control,1
U01187,control,1
U01188,treatment,0
U01189,control,0
U01190,control,0
U01191,control,0
U01192,control,0
U01193,control,0
U01194,control,0
U01195,treatment,0
U01196,treatment,1
U01197,control,0
U01198,treatment,0
U01199,treatment,1
U01200,control,0
U01201,control,0
U01202,control,0
U01203,control,0
U01204,control,0
U01205,control,0
U01206,treatment,0
U01207,control,0
U01208,control,0
U01209,treatment,0
U01210,treatment,1
U01211,control,0
U01212,control,0
U01213,treatment,0
U01214,control,0
U01215,control,0
U01216,control,0
U01217,control,0
U01218,control,0
U01219,control,0
U01220,treatment,0
U01221,control,0
U01222,treatment,0
U01223,control,0
U01224,control,0
U01225,control,0
U01226,treatment,0
U01227,control,0
U01228,control,0
U01229,control,0
U01230,control,0
U01231,treatment,0
U01232,treatment,0
U01233,treatment,0
U01234,control,0
U01235,control,1
U01236,control,0
U01237,treatment,0
U01238,control,0
U01239,control,0
U01240,control,0
U01241,treatment,0
U01242,control,0
U01243,control,0
U01244,control,1
U01245,control,0
U01246,control,0
U01247,control,0
U01248,control,0
U01249,treatment,0
U01250,control,0
U01251,control,0
U01252,treatment,0
U01253,treatment,0
U01254,control,0
U01255,treatment,0
U01256,control,0
U01257,treatment,0
U01258,treatment,1
U01259,control,0
U01260,control,0
U01261,treatment,0
U01262,treatment,0
U01263,control,0
U01264,control,0
U01265,control,0
U01266,control,0
U01267,control,0
U01268,control,0
U01269,control,0
U01270,treatment,0
U01271,control,0
U01272,treatment,0
U01273,treatment,0
U01274,control,0
U01275,treatment,0
U01276,treatment,0
U01277,control,0
U01278,control,0
U01279,control,0
U01280,control,0
U01281,treatment,0
U01282,control,0
U01283,control,0
U01284,treatment,0
U01285,control,0
U01286,treatment,0
U01287,treatment,0
U01288,treatment,0
U01289,control,0
U01290,control,0
U01291,treatment,0
U01292,control,0
U01293,treatment,0
U01294,treatment,0
U01295,treatment,0
U01296,treatment,1
U01297,control,0
U01298,treatment,0
U01299,treatment,0
U01300,control,0
U01301,treatment,0
U01302,treatment,0
U01303,control,0
U01304,control,0
U01305,control,0
U01306,control,0
U01307,treatment,0
U01308,treatment,0
U01309,control,0
U01310,control,0
U01311,control,0
U01312,treatment,0
U01313,control,0
U01314,treatment,0
U01315,treatment,0
U01316,treatment,0
U01317,control,1
U01318,treatment,0
U01319,treatment,0
U01320,treatment,0
U01321,treatment,1
U01322,control,0
U01323,control,0
U01324,treatment,0
U01325,control,0
U01326,treatment,0
U01327,treatment,0
U01328,treatment,1
U01329,treatment,0
U01330,treatment,0
U01331,control,0
U01332,control,0
U01333,treatment,1
U01334,treatment,0
U01335,control,0
U01336,control,0
U01337,control,0
U01338,control,0
U01339,control,0
U01340,treatment,0
U01341,treatment,0
U01342,control,0
U01343,treatment,0
U01344,treatment,0
U01345,treatment,0
U01346,treatment,0
U01347,treatment,0
U01348,treatment,0
U01349,control,0
U01350,control,0
U01351,control,0
U01352,treatment,0
U01353,control,0
U01354,treatment,1
U01355,treatment,0
U01356,treatment,0
U01357,control,0
U01358,control,0
U01359,treatment,0
U01360,control,0
U01361,treatment,0
U01362,treatment,0
U01363,treatment,0
U01364,control,0
U01365,control,0
U01366,control,0
U01367,control,0
U01368,control,0
U01369,treatment,0
U01370,treatment,0
U01371,control,0
U01372,control,1
U01373,control,0
U01374,treatment,1
U01375,control,0
U01376,control,0
U01377,control,1
U01378,control,0
U01379,control,0
U01380,treatment,0
U01381,control,0
U01382,control,0
U01383,treatment,0
U01384,control,0
U01385,control,0
U01386,control,0
U01387,control,0
U01388,control,0
U01389,control,0
U01390,control,0
U01391,treatment,0
U01392,control,0
U01393,control,0
U01394,control,0
U01395,control,0
U01396,control,1
U01397,control,0
U01398,treatment,0
U01399,treatment,0
U01400,control,0
U01401,treatment,0
U01402,treatment,0
U01403,control,0
U01404,control,0
U01405,treatment,0
U01406,treatment,0
U01407,treatment,0
U01408,control,1
U01409,treatment,0
U01410,control,0
U01411,control,0
U01412,treatment,0
U01413,treatment,0
U01414,control,0
U01415,control,0
U01416,control,0
U01417,control,0
U01418,control,0
U01419,treatment,0
U01420,treatment,0
U01421,control,0
U01422,control,0
U01423,treatment,0
U01424,treatment,0
U01425,control,0
U01426,treatment,1
U01427,treatment,0
U01428,treatment,0
U01429,treatment,0
U01430,treatment,0
U01431,control,0
U01432,treatment,0
U01433,control,0
U01434,control,0
U01435,treatment,0
U01436,control,0
U01437,control,0
U01438,control,0
U01439,control,0
U01440,treatment,0
U01441,treatment,0
U01442,control,0
U01443,treatment,0
U01444,control,0
U01445,treatment,0
U01446,control,0
U01447,control,0
U01448,treatment,1
U01449,control,0
U01450,control,0
U01451,control,0
U01452,control,0
U01453,control,0
U01454,treatment,1
U01455,control,0
U01456,treatment,0
U01457,treatment,0
U01458,control,0
U01459,control,1
U01460,treatment,0
U01461,control,0
U01462,control,0
U01463,treatment,0
U01464,control,0
U01465,control,0
U01466,control,0
U01467,treatment,0
U01468,treatment,0
U01469,treatment,1
U01470,control,0
U01471,control,0
U01472,control,0
U01473,control,0
U01474,control,0
U01475,treatment,0
U01476,control,0
U01477,treatment,0
U01478,treatment,1
U01479,treatment,0
U01480,treatment,0
U01481,treatment,0
U01482,treatment,0
U01483,control,0
U01484,treatment,0
U01485,control,0
U01486,treatment,0
U01487,control,0
U01488,treatment,1
U01489,treatment,0
U01490,treatment,0
U01491,treatment,0
U01492,treatment,0
U01493,control,0
U01494,control,0
U01495,treatment,0
U01496,treatment,0
U01497,control,0
U01498,control,0
U01499,treatment,0
U01500,treatment,0
U01501,control,0
U01502,control,1
U01503,treatment,0
U01504,control,0
U01505,control,0
U01506,treatment,0
U01507,control,0
U01508,control,0
U01509,treatment,0
U01510,control,0
U01511,treatment,0
U01512,control,0
U01513,control,0
U01514,treatment,1
U01515,treatment,0
U01516,treatment,0
U01517,treatment,0
U01518,treatment,0
U01519,control,0
U01520,control,0
U01521,treatment,0
U01522,control,0
U01523,treatment,0
U01524,control,0
U01525,control,0
U01526,control,0
U01527,control,0
U01528,treatment,0
U01529,treatment,0
U01530,control,0
U01531,treatment,0
U01532,treatment,0
U01533,control,0
U01534,control,0
U01535,treatment,0
U01536,control,0
U01537,treatment,1
U01538,treatment,0
U01539,treatment,0
U01540,control,0
U01541,treatment,0
U01542,treatment,1
U01543,control,0
U01544,control,0
U01545,control,0
U01546,control,0
U01547,treatment,0
U01548,control,0
U01549,control,0
U01550,control,0
U01551,control,0
U01552,control,0
U01553,control,0
U01554,treatment,0
U01555,treatment,0
U01556,treatment,0
U01557,treatment,1
U01558,control,0
U01559,control,0
U01560,treatment,0
